Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,Tkl_Tackles,TklW_Tackles,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty
Justin-Noël Kalumba,FRA,['Angers'],"['MF,FW', 'DF']",10,708.0,0,0,0,11,6,0.0,77.68,0.0,0.0,0.0
Jusuf Gazibegović,BIH,['Köln'],['DF'],1,23.0,0,0,0,0,0,0.0,80.0,0.0,0.0,0.0
Jáder Durán,COL,['Aston Villa'],"['FW,MF']",35,611.0,5,0,0,8,7,0.19,66.0,0.0,0.0,0.0
Ján Bernát,SVK,['Westerlo'],['MF'],7,196.0,0,2,0,4,2,0.0,74.0,0.0,0.0,0.0
Jérémie Bela,ANG,['Clermont Foot'],"['MF,FW', 'DF,MF']",31,946.0,1,1,0,7,5,0.06,67.78,0.0,0.0,0.0
Jérémy Jacquet,FRA,"['Rennes', 'Clermont Foot']","['MF', 'DF']",13,798.0,0,1,0,14,7,0.0,89.02,0.0,0.0,0.0
Jérémy Le Douaron,FRA,['Brest'],"['MF,FW', 'FW']",65,3689.0,14,3,0,36,19,0.13,66.41,0.0,0.0,0.0
Jérémy Livolant,FRA,['Casa Pia'],"['FW,MF']",26,1802.0,4,4,0,12,11,0.21,69.19,0.0,0.0,0.0
Jérémy Pétris,FRA,['Charleroi'],"['DF', 'DF,FW']",34,2920.0,0,3,0,72,48,0.0,65.23,0.0,0.0,0.0
Jérémy Sebas,MTQ,['Strasbourg'],"['FW,MF']",14,399.0,2,0,0,7,1,0.29,70.27,0.0,0.0,0.0
Jérôme Boateng,GER,"['Salernitana', 'Lyon']",['DF'],15,666.0,0,0,0,3,0,0.0,81.66,0.0,0.0,0.0
Jérôme Roussillon,FRA,"['Union Berlin', 'Wolfsburg']","['MF,DF', 'DF']",43,1731.0,0,3,0,32,18,0.0,71.62,0.0,0.0,0.0
Jóhann Berg Guðmundsson,ISL,['Burnley'],"['MF,FW']",26,1192.0,1,3,0,13,4,0.07,72.79,0.0,0.0,0.0
Jón Dagur Þorsteinsson,ISL,['OH Leuven'],"['MF,FW', 'FW,MF']",62,4046.0,17,8,6,90,66,0.2,67.65,0.0,0.0,0.0
Jørgen Strand Larsen,NOR,"['Groningen', 'Celta Vigo', 'Wolves']",['FW'],77,5214.0,18,8,0,40,21,0.13,68.49,0.0,0.0,0.0
Jürgen Damm,MEX,"['América', 'Atlético']","['FW,MF', 'DF']",28,570.0,0,2,0,19,13,0.0,73.7,0.0,0.0,0.0
Kaan Ayhan,TUR,['Sassuolo'],['DF'],10,545.0,0,0,0,10,4,0.0,86.75,0.0,0.0,0.0
Kacper Kostorz,POL,['NAC Breda'],"['FW,MF']",24,563.0,3,0,0,3,2,0.19,61.16,0.0,0.0,0.0
Kacper Kozłowski,POL,['Vitesse'],"['MF,FW']",59,4129.0,5,10,0,76,44,0.06,69.91,0.0,0.0,0.0
Kacper Urbanski,POL,['Bologna'],"['MF,FW']",22,926.0,0,1,0,16,10,0.0,80.88,0.0,0.0,0.0
Kadan Young,ENG,['Antwerp'],['FW'],3,64.0,0,0,0,2,1,0.0,83.33,0.0,0.0,0.0
Kader Ouattara,BFA,['Cercle Brugge'],"['MF,FW', 'FW,MF']",12,327.0,2,0,0,6,4,0.17,56.99,0.0,0.0,0.0
Kaelan Casey,ENG,['West Ham'],['DF'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kahveh Zahiroleslam,USA,['Sint-Truiden'],['FW'],35,2323.0,8,3,0,17,12,0.15,66.86,0.0,0.0,0.0
Kai Havertz,GER,"['Chelsea', 'Arsenal']","['MF,FW', 'FW,MF', 'FW']",73,5234.0,20,8,2,69,31,0.14,80.52,0.0,0.0,0.0
Kai Jansen,NED,['Heerenveen'],['MF'],1,17.0,0,0,0,0,0,0.0,77.78,0.0,0.0,0.0
Kaide Gordon,ENG,['Liverpool'],['FW'],1,1.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Kaiky,BRA,['Almería'],['DF'],21,1104.0,1,0,0,12,9,0.25,81.93,0.0,0.0,0.0
Kaine Kesler-Hayden,ENG,['Aston Villa'],"['MF,DF']",3,6.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kaio César,BRA,['Vitória'],['FW'],29,1722.0,2,3,0,33,23,0.05,70.85,0.0,0.0,0.0
Kaio Jorge,BRA,['Frosinone'],['FW'],20,812.0,3,0,1,6,4,0.12,72.96,0.0,0.0,0.0
Kaique,BRA,['Farense'],['GK'],6,540.0,0,0,0,0,0,0.0,66.37,66.67,16.67,100.0
Kaishu Sano,JPN,['Mainz 05'],['MF'],5,450.0,1,1,0,6,5,0.14,78.38,0.0,0.0,0.0
Kaj Sierhuis,NED,"['Reims', 'Fortuna Sittard']","['FW,MF', 'FW']",56,2923.0,13,4,1,15,9,0.14,62.72,0.0,0.0,0.0
Kaj de Rooij,NED,['Zwolle'],"['FW,MF']",26,495.0,2,1,0,10,5,0.4,63.08,0.0,0.0,0.0
Kali,ANG,['Casa Pia'],['DF'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,SEN,['Chelsea'],['DF'],23,1800.0,2,1,0,45,31,0.18,86.68,0.0,0.0,0.0
Kalvin Phillips,ENG,"['Manchester City', 'West Ham']",['MF'],24,702.0,0,0,0,20,13,0.0,87.54,0.0,0.0,0.0
Kamal Sowah,GHA,"['Standard Liège', 'NAC Breda', 'Club Brugge']","['MF,FW', 'FW,MF']",60,3367.0,2,4,0,60,42,0.03,76.94,0.0,0.0,0.0
Kamaldeen Sulemana,GHA,"['Southampton', 'Rennes', 'Atalanta']","['FW,MF', 'MF']",37,1559.0,5,2,0,25,14,0.12,76.09,0.0,0.0,0.0
Kami Doyle,ENG,['Southampton'],['MF'],1,7.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Kamiel Van De Perre,BEL,['Union SG'],['MF'],14,438.0,0,0,0,37,25,0.0,78.73,0.0,0.0,0.0
Kamil Grabara,POL,['Wolfsburg'],['GK'],5,450.0,0,0,0,0,0,0.0,76.4,69.57,0.0,0.0
Kamil Jóźwiak,POL,['Granada'],['MF'],11,571.0,0,1,0,13,10,0.0,71.11,0.0,0.0,0.0
Kamil Piątkowski,POL,"['Gent', 'Granada']",['DF'],20,1299.0,0,1,0,36,25,0.0,82.89,0.0,0.0,0.0
Kamory Doumbia,MLI,"['Reims', 'Brest']",['MF'],57,2504.0,10,8,1,73,42,0.16,82.55,0.0,0.0,0.0
Kanya Fujimoto,JPN,['Gil Vicente FC'],['MF'],97,6838.0,8,14,2,78,50,0.09,78.72,0.0,0.0,0.0
Kaoru Mitoma,JPN,['Brighton'],"['FW,MF', 'FW']",58,4312.0,11,10,0,60,36,0.12,79.08,0.0,0.0,0.0
Karamoko Dembélé,ENG,['Brest'],"['MF,FW', 'FW,MF']",16,195.0,0,0,0,2,0,0.0,67.68,0.0,0.0,0.0
Karem Zoabi,ISR,['Rio Ave'],"['FW,MF']",12,222.0,0,2,0,4,2,0.0,71.79,0.0,0.0,0.0
Karim Adeyemi,GER,['Dortmund'],"['FW,MF']",50,2556.0,11,7,0,33,25,0.15,72.69,0.0,0.0,0.0
Karim Bellarabi,GER,['Leverkusen'],"['FW,MF']",8,85.0,0,0,0,2,0,0.0,64.91,0.0,0.0,0.0
Karim Benzema,FRA,['Real Madrid'],['FW'],24,2038.0,19,3,7,9,5,0.19,86.36,0.0,0.0,0.0
Karim Onisiwo,AUT,['Mainz 05'],"['FW,MF']",55,4032.0,11,5,0,36,20,0.11,57.93,0.0,0.0,0.0
Karim Rekik,NED,['Sevilla'],['DF'],16,1181.0,1,1,0,11,5,0.12,91.71,0.0,0.0,0.0
Karim Zedadka,FRA,['Napoli'],['FW'],3,20.0,0,0,0,0,0,0.0,68.75,0.0,0.0,0.0
Karl Darlow,WAL,['Leeds United'],['GK'],3,270.0,0,0,0,0,0,0.0,63.31,78.57,0.0,0.0
Karl Etta,CMR,['Cádiz'],['FW'],1,21.0,0,0,0,1,1,0.0,100.0,0.0,0.0,0.0
Karl Jakob Hein,EST,['Werder Bremen'],['GK'],1,90.0,0,0,0,0,0,0.0,75.0,66.67,0.0,0.0
Karl Toko Ekambi,CMR,"['Lyon', 'Rennes']","['FW,MF']",36,2325.0,7,4,0,12,10,0.11,77.46,0.0,0.0,0.0
Karl-Johan Johnsson,SWE,['Strasbourg'],['GK'],1,90.0,0,0,0,0,0,0.0,79.41,100.0,100.0,0.0
Karlo Lulić,CRO,['Frosinone'],['MF'],1,19.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Karol Czubak,POL,['Kortrijk'],['FW'],5,63.0,0,1,0,0,0,0.0,64.29,0.0,0.0,0.0
Karol Fila,POL,"['Strasbourg', 'Zulte Waregem', 'Dender']",['DF'],18,1375.0,2,0,0,47,26,0.22,74.29,0.0,0.0,0.0
Karol Linetty,POL,['Torino'],['MF'],60,3744.0,1,0,0,62,38,0.03,85.78,0.0,0.0,0.0
Karol Świderski,POL,['Hellas Verona'],"['FW,MF']",15,504.0,2,0,0,7,3,0.13,70.0,0.0,0.0,0.0
Kasim Nuhu,GHA,['Hoffenheim'],['DF'],1,5.0,0,0,0,0,0,0.0,33.33,0.0,0.0,0.0
Kasper Dolberg,DEN,"['Hoffenheim', 'Sevilla', 'Anderlecht']","['FW,MF', 'FW']",68,4425.0,28,4,7,28,17,0.24,73.58,0.0,0.0,0.0
Kasper Schmeichel,DEN,"['Nice', 'Anderlecht']",['GK'],59,5310.0,0,0,0,1,0,0.0,78.57,76.1,27.12,33.33
Kassoum Ouattara,FRA,['Monaco'],"['DF', 'DF,FW']",17,782.0,1,0,0,21,14,0.11,65.54,0.0,0.0,0.0
Kastriot Dermaku,ALB,['Lecce'],['DF'],1,34.0,0,0,0,0,0,0.0,50.0,0.0,0.0,0.0
Kauã Santos,BRA,['Eint Frankfurt'],['GK'],2,180.0,0,0,0,0,0,0.0,73.68,38.46,0.0,0.0
Kayky Chagas,BRA,"['Paços de Ferreira', ""Sparta R'dam""]","['FW,DF', 'MF,FW']",14,393.0,0,0,0,7,4,0.0,74.29,0.0,0.0,0.0
Kayne van Oevelen,NED,['Volendam'],['GK'],1,89.0,0,0,0,0,0,0.0,75.0,80.0,0.0,0.0
Kays Ruiz,FRA,['Auxerre'],['MF'],1,62.0,0,0,0,1,1,0.0,89.66,0.0,0.0,0.0
Kazeem Olaigbe,BEL,['Cercle Brugge'],"['MF,FW', 'FW,MF']",39,1508.0,6,0,1,27,21,0.13,68.01,0.0,0.0,0.0
Kazu,BRA,['Gil Vicente FC'],"['DF', 'DF,FW']",14,589.0,0,0,0,8,3,0.0,79.16,0.0,0.0,0.0
Keane Lewis-Potter,ENG,['Brentford'],"['FW,DF', 'FW,MF', 'DF,FW']",46,2161.0,3,2,0,25,12,0.06,68.31,0.0,0.0,0.0
Keano Vanrafelghem,BEL,['Mechelen'],"['MF,FW']",5,159.0,0,0,0,1,1,0.0,72.73,0.0,0.0,0.0
Kees Smit,NED,['AZ Alkmaar'],"['MF,FW', 'MF']",19,1006.0,0,0,0,29,18,0.0,84.2,0.0,0.0,0.0
Keidi Bare,ALB,['Espanyol'],['MF'],18,503.0,0,1,0,15,8,0.0,82.77,0.0,0.0,0.0
Keinan Davis,ENG,['Udinese'],"['FW,MF', 'FW']",13,536.0,3,1,1,3,1,0.19,77.88,0.0,0.0,0.0
Keisuke Goto,JPN,['Anderlecht'],['FW'],6,154.0,1,0,0,2,1,0.2,56.67,0.0,0.0,0.0
Keito Nakamura,JPN,['Reims'],"['FW,MF']",25,1381.0,4,1,0,28,11,0.1,73.0,0.0,0.0,0.0
Keke Maximilian Topp,GER,"['Schalke 04', 'Werder Bremen']",['FW'],4,71.0,0,1,0,0,0,0.0,78.57,0.0,0.0,0.0
Kelechi Iheanacho,NGA,['Leicester City'],"['FW,MF']",28,1127.0,5,5,1,7,2,0.13,74.68,0.0,0.0,0.0
Kelechi Nwakali,NGA,['Chaves'],['MF'],32,2074.0,1,4,0,38,29,0.03,79.46,0.0,0.0,0.0
Keliano,ANG,['Estrela'],['MF'],30,1096.0,0,1,0,56,33,0.0,85.38,0.0,0.0,0.0
Kelvin Amian,FRA,"['Nantes', 'Spezia']",['DF'],48,3710.0,0,2,0,79,45,0.0,75.73,0.0,0.0,0.0
Kelvin Arase,AUT,['Oostende'],"['MF,DF']",10,484.0,1,2,0,14,11,0.14,75.98,0.0,0.0,0.0
Kelvin Leerdam,SUR,['Heracles Almelo'],['DF'],12,781.0,0,1,0,8,6,0.0,86.36,0.0,0.0,0.0
Kelvin Yeboah,ITA,"['Augsburg', 'Montpellier', 'Standard Liège']","['FW,MF', 'FW']",32,1070.0,5,2,0,14,10,0.13,63.27,0.0,0.0,0.0
Ken Nkuba,BEL,"['Charleroi', 'Genk']","['MF,DF', 'DF,MF', 'DF', 'DF,FW']",52,2751.0,4,6,0,87,62,0.09,73.82,0.0,0.0,0.0
Kenan Karaman,TUR,['Schalke 04'],['FW'],21,976.0,1,2,0,11,8,0.05,61.72,0.0,0.0,0.0
Kenan Yıldız,TUR,['Juventus'],"['FW,MF', 'MF']",32,1399.0,3,3,0,19,9,0.1,80.86,0.0,0.0,0.0
Kendry Páez,ECU,['Strasbourg'],"['FW,MF']",6,269.0,1,0,0,4,2,0.14,65.77,0.0,0.0,0.0
Kenedy,BRA,['Valladolid'],"['FW,DF']",12,275.0,0,1,0,6,2,0.0,66.28,0.0,0.0,0.0
Kenji Gorré,CUW,['Boavista'],"['FW,MF']",30,1476.0,2,6,0,15,6,0.05,72.5,0.0,0.0,0.0
Kenji-Van Boto,MAD,['Auxerre'],['DF'],2,180.0,0,0,0,3,2,0.0,69.57,0.0,0.0,0.0
Kennedy Boateng,TOG,['Santa Clara'],['DF'],26,2315.0,3,0,0,41,30,0.16,79.91,0.0,0.0,0.0
Kenneth Jaime,MEX,['UANL'],['DF'],1,45.0,0,0,0,6,6,0.0,72.41,0.0,0.0,0.0
Kenneth Schmidt,GER,['Freiburg'],['DF'],10,319.0,0,0,0,8,5,0.0,88.94,0.0,0.0,0.0
Kenneth Taylor,NED,['Ajax'],"['MF,FW', 'MF', 'MF,DF']",99,7702.0,22,14,3,132,74,0.15,83.53,0.0,0.0,0.0
Kenny Lala,MAD,['Brest'],['DF'],56,4927.0,2,6,0,120,72,0.07,77.1,0.0,0.0,0.0
Kenny Rocha Santos,CPV,['Oostende'],['MF'],19,1255.0,0,0,0,42,22,0.0,65.45,0.0,0.0,0.0
Kenny Tete,NED,['Fulham'],['DF'],50,3886.0,2,5,0,126,73,0.11,75.3,0.0,0.0,0.0
Kento Misao,JPN,"['Santa Clara', 'OH Leuven']",['MF'],29,1711.0,1,1,0,56,32,0.08,74.03,0.0,0.0,0.0
Kento Shiogai,JPN,['NEC Nijmegen'],['FW'],25,559.0,4,1,0,10,8,0.17,63.44,0.0,0.0,0.0
Kenzo Goudmijn,NED,"['AZ Alkmaar', 'Excelsior']","['MF,FW', 'MF']",60,4619.0,4,4,0,95,56,0.07,77.83,0.0,0.0,0.0
Kepa Arrizabalaga,ESP,"['Real Madrid', 'Chelsea']",['GK'],43,3763.0,0,0,0,2,2,0.0,83.69,75.95,39.53,0.0
Kerem Aktürkoğlu,TUR,['Benfica'],"['FW,MF']",30,2003.0,11,9,0,22,16,0.17,69.75,0.0,0.0,0.0
Kerem Demirbay,GER,['Leverkusen'],['MF'],25,1544.0,4,3,0,36,18,0.13,77.36,0.0,0.0,0.0
Kerim Calhanoglu,GER,['Schalke 04'],['DF'],3,63.0,0,0,0,2,1,0.0,71.43,0.0,0.0,0.0
Kerim Mrabti,SWE,['Mechelen'],"['MF,FW']",69,5396.0,10,8,1,85,53,0.13,80.34,0.0,0.0,0.0
Kervin Arriaga,HON,['Levante'],['MF'],4,112.0,0,0,0,4,3,0.0,80.95,0.0,0.0,0.0
Keven Schlotterbeck,GER,"['Augsburg', 'Bochum', 'Freiburg']",['DF'],46,3248.0,7,1,0,62,33,0.18,76.0,0.0,0.0,0.0
Kevin,BRA,['Fulham'],"['FW,MF']",4,89.0,0,0,0,1,0,0.0,68.75,0.0,0.0,0.0
Kevin Agudelo,COL,['Spezia'],"['MF,FW']",34,2131.0,0,1,0,71,38,0.0,72.24,0.0,0.0,0.0
Kevin Akpoguma,NGA,['Hoffenheim'],['DF'],47,3072.0,0,0,0,111,62,0.0,82.0,0.0,0.0,0.0
Kevin Balanta,COL,"['Querétaro', 'Tijuana']",['DF'],65,5342.0,0,0,0,115,71,0.0,81.11,0.0,0.0,0.0
Kevin Behrens,GER,"['Union Berlin', 'Wolfsburg']",['FW'],64,3413.0,13,2,0,26,18,0.15,61.37,0.0,0.0,0.0
Kevin Bonifazi,ITA,"['Frosinone', 'Bologna']",['DF'],20,1301.0,0,0,0,22,11,0.0,88.3,0.0,0.0,0.0
Kevin Carlos,ESP,['Nice'],['FW'],4,251.0,0,0,0,0,0,0.0,71.43,0.0,0.0,0.0
Kevin Castañeda,MEX,['Tijuana'],"['MF,FW', 'MF']",71,3714.0,10,6,1,49,26,0.06,80.59,0.0,0.0,0.0
Kevin Castaño,COL,['Cruz Azul'],['MF'],13,762.0,0,1,0,15,10,0.0,85.36,0.0,0.0,0.0
Kevin Chamorro,CRC,['Estoril'],['GK'],4,360.0,0,0,0,0,0,0.0,52.43,75.0,50.0,0.0
Kevin Danso,AUT,"['Lens', 'Tottenham']",['DF'],69,5899.0,2,2,0,61,33,0.04,89.09,0.0,0.0,0.0
Kevin De Bruyne,BEL,"['Manchester City', 'Napoli']",['MF'],55,4037.0,14,26,2,44,23,0.12,74.82,0.0,0.0,0.0
Kevin Diks,IDN,['Gladbach'],['DF'],5,374.0,0,0,0,4,2,0.0,87.97,0.0,0.0,0.0
Kevin Escamilla,MEX,['Querétaro'],"['MF', 'MF,DF']",89,6736.0,3,3,0,113,60,0.04,83.09,0.0,0.0,0.0
Kevin Felida,CUW,['RKC Waalwijk'],"['MF,FW', 'MF']",32,1296.0,1,0,0,42,31,0.1,80.36,0.0,0.0,0.0
Kevin Kampl,SVN,['RB Leipzig'],['MF'],59,2738.0,3,2,0,40,19,0.23,89.79,0.0,0.0,0.0
Kevin Krygård,NOR,['Casa Pia'],"['MF,DF']",3,59.0,0,0,0,4,1,0.0,86.11,0.0,0.0,0.0
Kevin Lasagna,ITA,['Hellas Verona'],"['FW,MF']",26,1572.0,1,2,0,12,6,0.02,60.85,0.0,0.0,0.0
Kevin Mac Allister,ARG,['Union SG'],['DF'],49,3919.0,2,0,0,140,93,0.08,81.24,0.0,0.0,0.0
Kevin Mbabu,SUI,"['Augsburg', 'Fulham']","['DF', 'DF,FW']",31,2191.0,0,3,0,54,41,0.0,63.91,0.0,0.0,0.0
Kevin Medina,ESP,['Gil Vicente FC'],"['FW,MF']",21,735.0,0,0,0,26,17,0.0,69.33,0.0,0.0,0.0
Kevin Mier,COL,['Cruz Azul'],['GK'],50,4500.0,0,0,0,4,4,0.0,85.9,68.94,44.0,20.0
Kevin Miranda,ITA,['Sassuolo'],['DF'],1,14.0,0,0,0,0,0,0.0,90.0,0.0,0.0,0.0
Kevin Möhwald,GER,['Eupen'],['MF'],19,1354.0,1,1,0,27,20,0.08,82.95,0.0,0.0,0.0
Kevin Müller,GER,['Heidenheim'],['GK'],34,3060.0,0,0,0,3,0,0.0,74.49,69.54,17.65,12.5
Kevin Ortega,MEX,"['Monterrey', 'Atlético']","['MF,FW', 'MF', 'DF']",6,28.0,0,0,0,5,3,0.0,90.24,0.0,0.0,0.0
Kevin Paredes,USA,['Wolfsburg'],"['FW,MF']",50,1961.0,4,3,0,55,30,0.17,76.46,0.0,0.0,0.0
Kevin Pereira,PAR,['FC Juárez'],['FW'],1,19.0,0,0,0,1,1,0.0,87.5,0.0,0.0,0.0
Kevin Pina,CPV,['Chaves'],['MF'],5,371.0,0,2,0,11,4,0.0,84.85,0.0,0.0,0.0
Kevin Ramírez,URU,['Puebla'],"['FW,MF']",4,80.0,0,0,0,0,0,0.0,53.85,0.0,0.0,0.0
Kevin Rodríguez,ECU,['Union SG'],['FW'],34,1070.0,4,2,0,6,3,0.09,68.04,0.0,0.0,0.0
Kevin Rosero,COL,['Necaxa'],"['DF,MF']",29,1507.0,2,4,0,47,38,0.08,65.84,0.0,0.0,0.0
Kevin Sandoval,MEX,['Atlético'],['FW'],1,3.0,0,0,0,0,0,0.0,50.0,0.0,0.0,0.0
Kevin Schade,GER,"['Freiburg', 'Brentford']","['FW,MF', 'FW']",43,1729.0,4,2,0,32,17,0.12,58.21,0.0,0.0,0.0
Kevin Sessa,GER,['Heidenheim'],"['MF,FW']",30,1011.0,3,0,0,17,10,0.1,73.56,0.0,0.0,0.0
Kevin Spadanuda,SUI,['Ajaccio'],"['MF,FW']",22,1063.0,0,1,0,29,18,0.0,80.3,0.0,0.0,0.0
Kevin Strootman,NED,['Genoa'],['MF'],27,1207.0,0,2,0,34,19,0.0,82.09,0.0,0.0,0.0
Kevin Stöger,AUT,"['Gladbach', 'Bochum']",['MF'],69,5548.0,12,13,7,141,78,0.1,68.46,0.0,0.0,0.0
Kevin Trapp,GER,"['Eint Frankfurt', 'Paris FC']",['GK'],66,5940.0,0,0,0,1,1,0.0,72.33,62.08,19.7,15.38
Kevin Velasco,COL,['Puebla'],"['MF', 'MF,DF']",40,2689.0,2,3,0,45,29,0.04,77.69,0.0,0.0,0.0
Kevin Vogt,GER,"['Hoffenheim', 'Union Berlin']",['DF'],54,4417.0,0,0,0,39,29,0.0,86.89,0.0,0.0,0.0
Kevin Volland,GER,"['Union Berlin', 'Monaco']","['FW,MF']",43,1984.0,6,6,2,30,13,0.12,59.68,0.0,0.0,0.0
Kevin Vázquez,ESP,['Celta Vigo'],"['DF,MF', 'DF']",22,1141.0,0,0,0,28,21,0.0,75.04,0.0,0.0,0.0
Kevin Zeroli,ITA,['Milan'],['MF'],3,28.0,0,0,0,1,1,0.0,33.33,0.0,0.0,0.0
Kevin Álvarez,MEX,"['América', 'Pachuca']",['DF'],80,6144.0,4,12,0,137,74,0.07,78.18,0.0,0.0,0.0
Kevin-Prince Boateng,GHA,['Hertha BSC'],['MF'],16,467.0,0,0,0,8,6,0.0,73.41,0.0,0.0,0.0
Kevor Palumets,EST,['Zulte Waregem'],['MF'],3,47.0,0,0,0,1,1,0.0,52.94,0.0,0.0,0.0
Kewin,BRA,['Moreirense'],['GK'],59,5296.0,0,0,0,2,2,0.0,70.69,67.81,32.2,0.0
Keyliane Abdallah,FRA,['Marseille'],['FW'],1,4.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Keylor Navas,CRC,"['Paris S-G', ""Nott'ham Forest""]",['GK'],21,1889.0,0,0,0,0,0,0.0,62.82,60.0,9.52,0.0
Keziah Veendorp,NED,['Emmen'],"['MF,DF']",33,2858.0,0,3,0,52,30,0.0,80.8,0.0,0.0,0.0
Khaled Razak,NED,['Willem II'],['FW'],1,5.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Khalil Fayad,FRA,['Montpellier'],"['FW,MF', 'MF']",47,1743.0,3,2,0,58,29,0.12,81.49,0.0,0.0,0.0
Khalis Merah,FRA,['Lyon'],"['FW,MF']",6,322.0,0,0,0,2,1,0.0,87.59,0.0,0.0,0.0
Khvicha Kvaratskhelia,GEO,"['Paris S-G', 'Napoli']","['FW,DF', 'FW']",73,5460.0,23,16,2,89,45,0.11,80.19,0.0,0.0,0.0
Khéphren Thuram,FRA,"['Nice', 'Juventus']",['MF'],67,5038.0,4,6,0,105,59,0.05,85.87,0.0,0.0,0.0
Ki-Jana Hoever,NED,"['PSV Eindhoven', 'Wolves']","['MF', 'DF']",7,317.0,0,2,0,9,8,0.0,77.63,0.0,0.0,0.0
Kialonda,ANG,"['Estrela', 'Lecce']",['DF'],32,2798.0,1,0,0,58,38,0.05,82.96,0.0,0.0,0.0
Kian Fitz-Jim,NED,"['Excelsior', 'Ajax']","['MF,FW', 'MF', 'MF,DF']",41,1690.0,2,2,0,40,24,0.06,84.04,0.0,0.0,0.0
Kieffer Moore,WAL,['Bournemouth'],"['FW,MF', 'FW']",35,1387.0,5,0,0,14,11,0.17,59.7,0.0,0.0,0.0
Kieran Tierney,SCO,"['Arsenal', 'Real Sociedad']",['DF'],47,2033.0,0,3,0,57,35,0.0,75.68,0.0,0.0,0.0
Kieran Trippier,ENG,['Newcastle Utd'],['DF'],71,5916.0,2,17,0,130,76,0.09,73.74,0.0,0.0,0.0
Kiernan Dewsbury-Hall,ENG,"['Everton', 'Leicester City']",['MF'],37,2846.0,3,3,0,61,32,0.09,75.97,0.0,0.0,0.0
Kik Pierie,NED,['Excelsior'],['DF'],12,879.0,2,1,0,16,11,0.25,78.15,0.0,0.0,0.0
Kikas,POR,['Estrela'],"['FW,MF', 'FW']",63,3665.0,14,2,0,10,6,0.15,60.06,0.0,0.0,0.0
Kike Barja,ESP,['Osasuna'],"['MF,FW', 'FW,MF']",48,1645.0,1,6,0,21,11,0.05,65.64,0.0,0.0,0.0
Kike Pérez,ESP,"['Valladolid', 'Rayo Vallecano']","['MF,FW', 'MF']",60,3142.0,2,2,0,94,44,0.03,75.8,0.0,0.0,0.0
Kike Salas,ESP,['Sevilla'],['DF'],33,2333.0,4,1,0,52,32,0.19,80.17,0.0,0.0,0.0
Kiko Bondoso,POR,"['Vizela', 'Rio Ave']","['FW,MF']",65,4984.0,4,4,0,74,47,0.07,74.41,0.0,0.0,0.0
Kiko Femenía,ESP,"['Getafe', 'Villarreal']","['DF', 'DF,FW']",48,3097.0,0,0,0,58,37,0.0,84.26,0.0,0.0,0.0
Kiko Vilas Boas,POR,['Gil Vicente FC'],['DF'],10,564.0,0,0,0,18,11,0.0,65.22,0.0,0.0,0.0
Kiké,ESP,"['Espanyol', 'Alavés', 'Osasuna']","['FW,MF', 'FW']",75,2703.0,6,2,2,16,8,0.06,66.34,0.0,0.0,0.0
Kilian Fischer,GER,['Wolfsburg'],"['DF,MF', 'DF', 'DF,FW']",21,1240.0,0,0,0,26,18,0.0,79.74,0.0,0.0,0.0
Kilian Lokembo,BEL,['Standard Liège'],['DF'],1,3.0,0,0,0,1,0,0.0,100.0,0.0,0.0,0.0
Kiliann Sildillia,FRA,['Freiburg'],"['DF,MF', 'DF']",54,3783.0,0,3,0,76,39,0.0,71.98,0.0,0.0,0.0
Killian Sardella,BEL,['Anderlecht'],"['DF,MF', 'DF']",65,5067.0,0,7,0,115,68,0.0,78.27,0.0,0.0,0.0
Kim Min-jae,KOR,"['Bayern Munich', 'Napoli']",['DF'],62,5111.0,3,4,0,94,55,0.17,91.72,0.0,0.0,0.0
Kimberly Ezekwem,GER,['Freiburg'],['DF'],1,8.0,0,0,0,0,0,0.0,75.0,0.0,0.0,0.0
Kings Kangwa,ZAM,['Kortrijk'],['MF'],4,162.0,0,0,0,2,1,0.0,84.54,0.0,0.0,0.0
Kingsley Coman,FRA,['Bayern Munich'],"['FW,MF', 'FW']",41,2522.0,11,8,0,23,15,0.13,80.39,0.0,0.0,0.0
Kingsley Ehizibue,NED,"['Udinese', 'Köln']",['DF'],56,2913.0,2,1,0,73,47,0.06,71.33,0.0,0.0,0.0
Kingsley Schindler,GHA,['Köln'],"['DF,MF']",29,1088.0,0,1,0,23,12,0.0,64.47,0.0,0.0,0.0
Kingstone Mutandwa,ZAM,['Cagliari'],"['FW,MF']",5,39.0,1,0,0,1,0,0.5,33.33,0.0,0.0,0.0
Kirian Rodríguez,ESP,['Las Palmas'],['MF'],37,3211.0,6,2,0,52,32,0.14,88.34,0.0,0.0,0.0
